,name,location,date,content
3401,Customer,US,"Aug 18, 2021",Information was clear and the agent that I was chatting with was very helpful
3402,Bruce Penney,US,"Aug 18, 2021",The site was very easy to use and make a choice. Several insurance policies to chose from but just a limited selection. Hopefully I'll never have to use the policy.
3403,Nicole,US,"Aug 18, 2021",They made purchasing travel insurance very easy.
3404,Customer,US,"Aug 18, 2021",N/A
3405,Emily Ivey,US,"Aug 17, 2021",N/A
3406,Barbara,US,"Aug 17, 2021","Our agent, Jerome, was knowledgeable and helpful, patient with explanations."
3407,Customer,US,"Aug 17, 2021",This is my first time having to purchase travelers insurance and my experience was pleasant and affordable.
3408,Brent L,AD,"Aug 17, 2021",Their agents answered all my questions quickly & completely.  Excellent service.
3409,Customer,US,"Aug 17, 2021",This site is very informative and easy to use
3410,Pat,US,"Aug 17, 2021",The process of finding and comparing policies was quick and easy.
3411,David Wesley Swindle,US,"Aug 17, 2021",Easy to use and  do  comparisons. good coverage to meet our needs.
3412,Pamela Lord,US,"Aug 17, 2021","I liked being able to chat, as well"
3413,Customer,US,"Aug 17, 2021","Have only purchased a policy, haven't filed a claim.  But called and spoke to an agent and he was excellent.  So far so good"
3414,Donnie,US,"Aug 17, 2021",This is a great priced insurances it bet my travel agent by $397.46.   Go for it.
3415,Customer,US,"Aug 17, 2021",Great Customer Service.Answered all our questions in a timely and clear manner.
3416,Ro,US,"Aug 17, 2021",N/A
3417,Customer,US,"Aug 17, 2021",The agent was extremely knowledgeable and helpful and was able to clearly answer all my questions.
3418,Customer,US,"Aug 17, 2021",Everything was fine.  No hassles.
3419,Customer,US,"Aug 17, 2021",N/A
3420,Customer Dawn Halstead:,US,"Aug 17, 2021",N/A
3421,Dr. Shawne Duperon,US,"Aug 17, 2021",Exquisitely helpful.. great pricing. thank you.
3422,Theogene,US,"Aug 17, 2021","Very easy to buy online, hopefully just as easy to use if needed."
3423,Satisfied Purchaser,US,"Aug 17, 2021",The on-line chat feature / representative was excellent.  Great choices of travel insurance options.
3424,Nancy K.,US,"Aug 17, 2021",Excellent website! Informative and concise!
3425,Customer,US,"Aug 17, 2021",N/A
3426,Bev,US,"Aug 16, 2021","Jerome was helpful in answering my questions, friendly and professional."
3427,William,US,"Aug 16, 2021","Fast, convenient and great travel insurance coverage for reasonable pricing."
3428,Jtb,US,"Aug 16, 2021",N/A
3429,Malvin Ridener,US,"Aug 16, 2021",N/A
3430,Customer,US,"Aug 16, 2021",I got a better policy thri IMG Thanks to the sales agent
3431,Customer,US,"Aug 16, 2021","We are heading on a trip within the next two weeks. Only needed medical and medical evacuation insurance. Because this is a trip rescheduled because of Covid and we don't need trip cancellation insurance, it was very difficult trying to apply online. I called Aardy.com's phone number. The agent, Brandon, was extremely helpful. Within a couple of minutes, we had a very reasonable quote with just what we needed and the price was much less than I anticipated. I would (and will) return for their services in a heartbeat."
3432,Customer,US,"Aug 16, 2021",I had very informative conversation with Jerome.  His follow up through emails was outstanding.  Thank you very much
3433,Catherine,US,"Updated Aug 16, 2021",Super easy way to get comprehensive and clear information on our choices for travel insurance. Thank you!
3434,Customer,US,"Aug 16, 2021",Overall: quick and easy - Some of the information was vague or missing but overall it was easy to compare and contrast
3435,Steve,US,"Aug 16, 2021","I recently purchased an IMG Travel LX policy through AARDY.  I had several conversations with two Agents, Brandon, and Katrina.  I found them both extremely knowledgeable, helpful, prompt, reliable and honest in their opinions.   It was altogether, a very pleasant transaction.  I wish other companies had such well-trained people."
3436,Customer,US,"Aug 16, 2021",N/A
3437,Customer,US,"Aug 16, 2021","The agent was patient, knowledgeable and helpful in explaining the various aspects of the travel insurance plan and answering my many questions."
3438,Customer,US,"Aug 16, 2021",Very easy to find the right coverage and purchase.
3439,Claude Fortin,US,"Aug 16, 2021",This site was very helpful in getting insurance for our cruise next month.  Great prices and so easy to purchase.
3440,María Calderon,US,"Aug 16, 2021","Jonathan Breeze and every representative/agent I’ve dealt with from AARDY was professional, helpful, pleasant and so patient with all my questions.  The best customer service I’ve encountered in a very long time!"
3441,Kathy M.,US,"Aug 16, 2021","The process of buying travel insurance is complicated and time consuming.  I did a comparison with Aardy policies and 2 other aggregator sites.  When I called each, Aardy won hands down.  I spoke with Matthew and he did a wonderful job of answering my questions, guiding me thru the process and I bought with you!"
3442,Customer,US,"Aug 16, 2021",It was quick and easy.  A number of options available.
3443,Don B,US,"Aug 15, 2021",Great web site and easy to use to get a travel policy quote.  Also I had some questions on coverage.  The customer representative gave great informed information which was easy to understand.
3444,Betty,US,"Aug 15, 2021","Jerome answered all my questions.  He is professional, friendly and speaks clearly.  It is a pleasure working with him.  I purchased one of the recommended policies and am grateful for the Aardy company."
3445,April Rippeto,US,"Aug 15, 2021","Easy to use site, great prices, excellent customer service, very responsive!"
3446,Customer,US,"Aug 15, 2021","Agent Steven on AARP site was clear and concise, very helpful in explaining our options."
3447,Customer,US,"Aug 15, 2021",Excellent advice from Aaron!I appreciate Aaron's knowledge of various policies and his skill in finding an excellent one for our needs! He explained the terms of the policy well and was patient in answering my many questions.
3448,Customer,US,"Aug 15, 2021",esay to purchasehaven't needed to collect yet
3449,David F.,US,"Aug 15, 2021","The customer service from Aardy was incredible! I highly recommend this company and their Client Manager, Ana"
3450,Delores Wesley,US,"Aug 15, 2021",N/A
3451,Bill Jacobs,US,"Aug 15, 2021","I am going on a cruise in January, 2022 and had come across an ad for Aardy.com about paying less for travel insurance than what a cruise company charges. I pulled up their website, inputted the necessary passenger and travel information and viewed a list of insurance companies they represent. I received quotes from enough companies from which to choose.  I proceeded to call Aardy.com for clarification on a few items and spoke to a agent named Jerome. Jerome was professional and knowledgeable about the insurance companies his company utilized. I also felt he was very personable and easy to talk to. We worked through what I needed for six travelers and together we chose what I felt was a comprehensive policy at a reasonable price.  He took all the information, priced it out and even informed me it was lower than the quote on line by a few dollars because of the age of one of the passengers.  The transaction was quick and information given to him appeared on the emailed confirmation correctly.  Jerome needed a few middle names I didn't have, I got them after our phone call and called back.  To my amazement, Jerome answered the phone.  He took down the additional information and emailed the chosen insurance company.  Jerome mention when I said I was surprised I was talking to him again, that the phone system is set up to route calls to the agent who last took the call unless the agent is on another call.  That's an excellent idea because it is good to speak to the same agent if possible. I was very pleased with my overall experience with Aardy.com and Jerome."
3452,Miki,US,"Aug 15, 2021",I needed help with travel insurance and I couldn’t be happier with the information I received.  Terri was excellent explaining the difference in policy’s.
3453,Bruce,US,"Aug 15, 2021","easy to use, clear comparisons"
3454,Customer,US,"Aug 15, 2021",Jerome and Ana made it very easy to understand and choose the coverage that suits our needs. They were both very professional. We still haven’t heard from John Hancock Insurance Company. This was our first time working with Aardy.
3455,Lauren K. ,US,"Aug 14, 2021",Everything was easy clear and reasonable.  Having this insurance for a trip with our elderly parents gives us the peace of mind we need during these uncertain times.
3456,Brian,US,"Aug 14, 2021",Great site. Large amount of policies to compare and choose from.
3457,Born To Cruise,US,"Aug 14, 2021",Incredibly user-friendly website. Easy to understand documents. Excellent selection of policies.
3458,Lydia Geigan,US,"Aug 14, 2021","informative, quick and easy to comprehend."
3459,Daveh,US,"Aug 14, 2021","Nice easy site to navigate, and chat feature was handy with helpful and immediate answers to my questions. I saved $70 over my previous direct search."
3460,Customer,US,"Aug 14, 2021",N/A
3461,Herb,US,"Aug 14, 2021",First time buying travel insurance. Hopefully will not need. Website provided comparisons with multiple products. Easy to navigate and select an alternative. Definitely recommend!
3462,Customer,US,"Updated Aug 17, 2021",Great customer service! I previously left a 2 star review as I had not received a hard copy of my policy within the time frame I was given. Within 24 hours of my review I was contacted by 2 representatives of Aardy and received my policy. Thank you Aardy for great customer service.
3463,Elwood E,US,"Aug 14, 2021","Big Believer in travel insurance, I discovered Aardy while watching a cruise vlog. The site is full of useful information and I was able to research plans for upcoming trips and purchase a plan. I actually called the rep from a followup email and bought the plan."
3464,Barry Ackerman ,US,"Aug 13, 2021",They know travel insurance and use that knowledge to your advantage. I am veryhappy with their service.
3465,Customer,US,"Aug 13, 2021",Ada was so nice to work with on what we needed.  I had worked with several agents from different companies trying to find the right fit.  One agent took 48 minutes before telling me his company didn’t have what I needed.  Ada was right on top of it the minute I told her what I was looking for.   10 stars for Ada
3466,Customer,US,"Aug 13, 2021",All my questions were answered.  Was able to make a good choice.
3467,Customer,US,"Aug 13, 2021","Easy to apply, better benefits and coverage than with the travel sites plan. Like they say better to have it and not need it , than needed it and you don't have it.."
3468,Customer,US,"Aug 13, 2021","Agent answered my questions clearly and concisely, we talked about my options for medical and COVID coverage. I have a background in insurance so I do have a fundamental knowledge of the various coverages, but I did have some specific concerns. No problem…I picked the plan I wanted and bought it. Within minutes I had the policy documents. Easy and painless, except, of course, for paying the premium. Great service!"
3469,Mo Schwartz,US,"Aug 13, 2021",I called and spoke with Brendan. He was very knowledgeable and helpful. Speaking with him made me click the buy button.
3470,Joh,US,"Aug 13, 2021",N/A
3471,Angela,US,"Aug 13, 2021","Fast, easy and got a great rate on our cruise insurance."
3472,Customer,US,"Aug 13, 2021",I called twice w questions and was helped each time.
3473,David Stoll,US,"Aug 13, 2021",Multiple options. Found a coverage that fit my vacation plans and very reasonable. Peace of mind while we wait for vacation day to get here in October.
3474,Kathy Ann Sheehy,US,"Aug 13, 2021",Very knowledgeable on the policy information. My conversation with Johnathan is what convinced me to purchase.
3475,William Rogers,US,"Aug 13, 2021",Great price.  Easy to use on-line forms.  Thanks
3476,Customer,US,"Aug 13, 2021","Nice guy, excellent service"
3477,Anonymous ,US,"Aug 13, 2021","At this point I can address only my experience of signing up for a policy. The representative was courteous, but not fully truthful of my options. I found a much less expensive policy on Aardy’s website that addressed our needs. I’m only speculating, but if the reps are working for commission that explains the offer on the higher price policy."
3478,Customer,US,"Aug 12, 2021",This is a great resource for insurance information.
3479,Paulette ,US,"Aug 12, 2021",The customer service representative was very pleasant and  listen to my questions and answered them professionally
3480,Customer,US,"Aug 12, 2021",Still on the trip I purchased this insurance for. Found the purchase process easy and well supported with staff available to answer questions.
3481,Irene P.,US,"Aug 12, 2021",Great service and pricing.Customer service agents were helpful and informative.  They answered all of my questions.
3482,Customer,US,"Aug 12, 2021",te service I received was excellent. The agent (Aaron was knowledgeable and expedited the transaction quickly and efficiently
3483,Customer,US,"Aug 12, 2021",N/A
3484,Customer,US,"Aug 12, 2021","Answered all my questions promptly. Advised on terminology that I was unsure of, very professional."
3485,Awi,US,"Aug 12, 2021",Picked up a Travel Insurance policy at the last minute due to resurgence of Covid.  The process was very easy and fast.  Excellent customer support.
3486,Luis  Haddock,US,"Aug 12, 2021",The process was quick and simple. Very user friendly for an old man like me. I highly recommend using this website!!
3487,Connie,US,"Aug 12, 2021","Awesome, helpful rep who sold me only what we needed."
3488,Cyndie,US,"Aug 12, 2021",N/A
3489,Customer,US,"Aug 12, 2021",N/A
3490,Englishstu ,US,"Aug 12, 2021","Clear recommendations from this group on the coverage I wanted, rather than what my cruise line wanted to sell me. Very quick and easy to do business with."
3491,Dale F. ,US,"Aug 12, 2021","Easiest way to buy travel insurance and better prices. Bought my second one here too, and will continue to do so!"
3492,Customer,US,"Aug 12, 2021","TRAVEL INSURANCEThe agent did an excellent job of finding a plan for my cruise, flight and hotel vacation within my budget."
3493,Jane Gregorius,US,"Aug 12, 2021",Jonathan couldn't have been more helpful. He was patient and smart and answered all my many many questions with knowledge and concern.  I would give him 5 stars as he deserves it. I'm a little nervous about getting insurance and he just made it so easy.
3494,Customer,US,"Aug 12, 2021","Very easy to work with representative on the phone, to find the best policy, apply for it, and the prices are comparatively very good."
3495,Customer,US,"Aug 11, 2021",AAran did an awesome job helping me find the right travel insurance for my wife and my upcoming cruise scheduled in October.  He spent much time reviewing the policy and making sure all my questions were answered.  I was surprised how quick and efficient it was to purchase this insurance.  With Covid-19 and all the changes going on I did not want to loose the cost of this cruise.  Thank you Aaran.
3496,Customer,US,"Aug 11, 2021",The agent that took care of me by the name of Steven....he has an excellent customer skills. Extremely knowledgeable. I would recommend this company to everyone. Thank you!
3497,Nancy Hayduke,US,"Aug 11, 2021","Interacted with Matthew, who was patient and polite.  He responded to my concerns."
3498,Tracy,US,"Aug 11, 2021",Walter was great and very informative. Took his time to explain the differences between each policy. Great experience.
3499,Ron E,US,"Aug 11, 2021",Jonathan was very helpful and pleasant.  He explained the differences in the insurance policies we were looking at.  Thank you
3500,Customer,US,"Aug 11, 2021","perfect.  both anna online and steven on the phone were extremely knowledgeable, patient and creative in finding a great solution for us."
3501,Kg,US,"Aug 11, 2021",First time shopping for travel insurance and this was made SO EASY by Aardy!  Bullet points of what policies in/exclude made it very quick and easy to compare them and find the plan for us.  So far so good on this end =)
3502,Robert,US,"Aug 11, 2021",The site was fairly easy use and allowed for easy comparisons.
3503,Maureen T.,US,"Aug 11, 2021",Getting travel insurance through AARDY for my trip was so easy and efficient which I really appreciate. There were options presented and explained and I was able to make a decision quickly and with confidence.
3504,Customer,US,"Aug 11, 2021",I used this service based on an AARP article. I texted with Catherine then spoke to Denise. They were both very helpful. We never buy trip insurance but with Covid there are so many unknowns.
3505,Rosann Lampkin,US,"Updated Aug 11, 2021","I was so happy with my interactions with both Steven and Matthew when trying to decide on the best policy for my my upcoming trip to Greece.  Both of them were clear, helpful, willing to answer all of my questions and concerns, and extremely courteous.I am also glad a friend recommended me to AARP insurance.  My experience with other companies was as frustrating as my experience with you was great!  And, you were the only company that allowed easy access to a real live person to contact, which really aided in my decision-making process.Thank you so much!  I have already (and will continue to do so) recommended you to other travelers!  Rosann Lampkin"
3506,Customer,US,"Aug 11, 2021",Agents Teri & Steven were very helpful and knowledgeable.  They both took very good care of my needs for travel insurance.  Both very courteous and polite during our conversations.  Excellent customer service!!!
3507,Customer,US,"Aug 11, 2021",N/A
3508,Lovey,US,"Aug 11, 2021","Easy to understand information, nice comparison feature, quick turn around on booking & receiving confirmation! Thanks for making it quick & simple!"
3509,Tom Donahoe,US,"Aug 11, 2021",I'm very glad AARP recommended Aardy. They made what I thought would be a difficult and time-consuming task extremely easy.
3510,Customer,US,"Aug 11, 2021","Needed to buy travel insurance for a trip scheduled for last year that was cancelled due to Covid. Spoke with Aaron and he walked me through available options and explained the look back period to me. Aaron was very helpful and knowledgeable educating me on the policies. Bought a policy from him, very happy with the experience and guidance demonstrated by Aaron. Will look to Aardy for future needs."
3511,Customer,US,"Aug 11, 2021","knowledgeable, patient, helpful"
3512,Customer,US,"Aug 11, 2021",Great experience. Very fast and easy with lots of good options. Will definitely use this service again.
3513,Customer,US,"Aug 11, 2021","Travel insurance was quick and easy to set up. I started with an online chat on the Aardy website with Brandon, and he quickly gave me a quote. The next day, Brandon reached out to follow up and clarify a few details.  I decided to contact Brandon directly to set up the insurance.  Brandon was courteous and professional. I feel confident that my trip will be protected.  Thank you!"
3514,John Clay,US,"Aug 11, 2021",Agents were very helpful finding the right policy for my group.
3515,Sheila Osnac,US,"Aug 10, 2021","Great service. The staff is kind, professional and patient. They will explain and answer  questions you are not sure about. Will definately use Aardy.com for my next international trip. It gives me confidence and a peace of mind knowing I can trust their service."
3516,Robert,US,"Aug 10, 2021",The Aardy.com agent Jerome was professional and very knowledgable regarding a travel insurance policy I was considering.  Jerome answered all my questions clearly and made me feel comfortable and confident that the policy I was considering is the best one for our trip in 2022.Jerome did not hesitate in his answering my questions and was also very pleasant!
3517,Gail,US,"Aug 10, 2021","On two separate phone calls, I spoke to two knowledgeable and pleasant professionals (Terry & Denise).  All of my questions were answered completely, and rather than trying to sell me a product, both women encouraged me to comparison shop and told me what to look for.  I will definitely use Aardy again!"
3518,Debbycolorado,US,"Aug 10, 2021",I did an online chat and it was extremely useful. The support person was very patient and answered all of my questions
3519,Customer,US,"Aug 10, 2021","So far so good, but all we have done so far is buy the policy."
3520,Rp,US,"Aug 10, 2021",Unfortunately I do not remember the rep's name who assisted me.  They were very knowledgable and helpful making for a smooth purchase transaction.
3521,Customer,US,"Aug 10, 2021",N/A
3522,Rika,US,"Updated Aug 10, 2021",Chatting with Ana F for my travel insurance needs was so quick and easy. Ana F made everything so easy for me and got me the best quote out there. Impressive!!
3523,Jackie B,US,"Aug 10, 2021","Agent affirmed that the international travel policy that I would need would be the one that covers Travel four corona virus coverage. In fact, he sent an email confirming this point.He took the time to explain my concerns and what was covered.Pleasant and reassuring."
3524,Customer Dnb,US,"Aug 10, 2021","A good selection of travel insurance options. Other sites had more to choose from,  but Aardy had good reviews and customer service certainly counts a lot if you need help."
3525,Mike Townes,US,"Aug 10, 2021","Fast, easy and definitely the best prices as I checked numerous other options."
3526,Tabtha,US,"Aug 10, 2021","It was quick, easy, and we were able to purchase travel insurance that fit our budget."
3527,Valerie,US,"Aug 10, 2021","Have just finished chatting with a customer service rep, Ana, who went above and beyond helping me with booking my trip next month. My questions were complicated but she went through everything, checking carefully. Great service!"
3528,Judy A.,US,"Aug 10, 2021",Excellent Customer Service! Lynne is amazing!! She explained everything is simple to understand terms and provided the policy that fit our needs and expectations perfectly.
3529,Mrs. Mj Takei,US,"Aug 10, 2021",VERY GOOD SERVICE ON THE WEBSITE FOR ENROLLMENT FOR INSURANCE FOR OVERSEAS
3530,Nancy Marioncrawford,US,"Aug 10, 2021",N/A
3531,Customer,US,"Aug 10, 2021","The website was easy to use and although not possible to get through on the phone, there was the possibility to leave a call back number (several others I called did not have this option).  And, they called back to answer my questions.  Then, purchasing on the website was easy.  Website did not immediately come up when I searched for travel insurance; it took me a little while to find, but glad I found it."
3532,Anthony Commarata,US,"Aug 10, 2021",Easy and Quick process of comparing and purchasing travel insurance online.
3533,Michael Richman,US,"Aug 10, 2021",Very good and simple for me to make a decision on which policy and coverage to decide upon.
3534,Customer,US,"Aug 10, 2021","Excellent selection of plans by various companies, to make sure all your needs are met. On chat was very helpful."
3535,Debby Chamberlain,US,"Aug 10, 2021",Emma Cruises recommended this site so I thought i'd try it out for my November cruise.  Super easy to use with instant results.  I really appreciate that it provides so many bids with so little info needed.
3536,Anne Marie,US,"Aug 10, 2021","Johnathan Breeze was the representative I spoke to on 8-9-21 regarding purchasing travel insurance through AARDY.  Johnathan was extremely nice, helpful and professional.  He was able to answer all my questions and I did not feel any pressure or being rushed on my decisions.  We have used ARRDY in the past and we will continue to contact ARRDY for future travel need."
3537,Customer,US,"Aug 10, 2021",Very easy to set up policy. Agent very knowledgeable friendly and responsive
3538,Customer,US,"Aug 10, 2021","Quick, easy to use, good value"
3539,Bert,US,"Aug 10, 2021","AARDY offered a wide range of policy options from which to choose.  The process was quick, simple and very efficient.  Hopefully, we will not have to file a claim, but now we feel a bit more secure in the knowledge we have coverage, especially in this time of COVID uncertainty"
3540,Cheryl,US,"Aug 10, 2021",The representative was personable and informative
3541,Satisfied Dad,US,"Aug 10, 2021",The price I found on your site was significantly lower than others and the application process was a breeze.  Thank you!
3542,Anthony Wetterer,US,"Aug 10, 2021","Very easy, quick, and comprehensive insurance comparisons. Excellent tool for finding travel insurance."
3543,Dee Krieger ,US,"Aug 10, 2021",I spoke to an agent named Brandon. He answered all my questions in regard to my trip. He was kind and courteous very helpful.   I have never bought this type of coverage but upon learning how difficult it may be with regular secondary coverage. I thought it would be extra protection and reassuring to have on a 3 week trip.
3544,Janice ,US,"Aug 10, 2021",The agent was very knowledgeable about the different travel insurance packages that he explained to me. I appreciate his patience and all his  help with selecting the best option for me. I will be using this company again.
3545,Hermann,US,"Aug 10, 2021",It was very easy to use. Lots of options.
3546,Gregoria,US,"Aug 9, 2021",excellent the chat was very helpful answer all my questions
3547,Gaven,US,"Aug 9, 2021",Super quick. Good coverage options and no majorly intrusive questions.
3548,Alzeta Boyer ,US,"Aug 9, 2021","Contacted Aardy on the advice of Aarp, I couldn't have been more pleased. My contact person was Jerome. He was knowledgeable, patient and personable , he made me feel very comfortable. On the strength of his customer service alone I would highly recommend this company."
3549,Greg,US,"Aug 9, 2021","Liked the way they described and recommended certain amounts and types of travel insurance.  Wish travel insurance wasn't a 'reimbursement' thing though, that's a bummer."
3550,Customer,US,"Aug 9, 2021",N/A
3551,Customer,US,"Aug 9, 2021",N/A
3552,Customer,US,"Aug 9, 2021",N/A
3553,Andy Mcconkey,US,"Aug 9, 2021",Excellent service. Provided great advice and was patient. Thanks
3554,Jan,US,"Aug 9, 2021",Your process made this daunting task easy!
3555,Customer,US,"Aug 9, 2021",N/A
3556,Customer,US,"Aug 9, 2021",Easy to use and able to compare.  Great deal.
3557,Jackie Lefebvre,US,"Aug 9, 2021",I was confused when trying to pick a vacation rental insurance. I chatted with the agent and she was very thorough and explained everything to me and we came up with the option I needed.  Would highly recommend Aardy!
3558,Jeff Howdyshell,US,"Aug 9, 2021",Quick & easy. Steven was fantastic and answered questions at ease.
3559,Ron,US,"Aug 9, 2021",N/A
3560,Customer,US,"Aug 9, 2021",Very easy to use.  Loved the fact that the best value/most comprehensive plan was highlighted.
3561,Customer,US,"Aug 9, 2021",N/A
3562,Customer,US,"Aug 9, 2021",Terri was very helpful on the phone as was Brandon on live chat.
3563,Vicki,US,"Aug 9, 2021",Website is very easy to use!  I was able to review all different plans at one time!
3564,C And D,US,"Aug 9, 2021",Insurance policy was extremely easy to use. We originally had no intention of buying a policy but after our first trip was canceled we decided to go ahead and get one.
3565,Amyr,US,"Aug 8, 2021","I first called and spoke to Terri (as in the first 5 letters of TERRIfic, which she really was. I had some very complicated questions about people, what gets covered, etc and we worked through all the points. She had one answer confirmation I needed from my airline and then suggested I call back. She apologized for changing her mind several times as she worked through the information and I explained I appreciated that she took the time to really understand the situation and wasn't getting frustrated or rushing to help me with incorrect answers. When Ic called back, I spoke to Jerome. (Actually, he had already called this morning returning the call I had left for Terri last night.) I was disappointed Terri wasn't available since she knew the situation so well, but Jerome was equally thorough, pleasant, patient, also correcting himself and apologizing and VERY willing to try the quotes several ways. It was a true pleasure working with him and I have nothing but positive things to say about the experience (as long as if we end up needing the insurance, it goes as planned- which I have little doubt it won't)! GOOD JOB JEROME AND TERRI! I hope management knows what gems you are:)"
3566,Ks,US,"Aug 8, 2021",Aaron was very knowledgeable.   We had many questions and he answered them all.   Very good experience as a result of speaking to a knowledgeable Representative Aaron.
3567,Toni,US,"Aug 8, 2021","Aaron was extremely helpful and patient, he made sure to answer all of our questions before moving forward. Aaron was a pleasure to work with and he's a great asset to your company."
3568,Customer,US,"Aug 8, 2021",Very helpful.  Took less than 10  minutes.
3569,Mahesh,US,"Aug 8, 2021","I started exploring travel insurance for our trip via chat. Both the agents I interacted with on chat were helpful and provided me with quotes from multiple insurance carriers. After I asked a couple of questions via chat, the agent suggested that it might be more convenient if they called me on the phone to discuss my options. Steven, the agent who called me, proved to be very knowledgeable and helpful. He answered my questions and explained the differences between the quotes I had received. After I told him that I was most concerned about hurricane insurance because of the area I was planning to visit, he looked through the quotes, picked out the best option for hurricane coverage and explained how it compared vs. some of the others. The icing on the cake was that he lived close to the area I was planning to visit and provided me with local knowledge about the impact of weather on the area. All in all, this was about as pleasant a process of buying insurance as I have ever had. I will absolutely use AARDY the next time I need trip insurance."
3570,John Lanc,US,"Aug 8, 2021",Agent was very helpful.
3571,John Headley,US,"Aug 8, 2021",I was looking to purchase travel insurance for a ski trip to Switzerland in March 2022.Steven (sp) helped me work through my concerns and questions. He helped my compare two policies from two different companies.I purchased the one that was most appropriate for my age and spouse especially with Covid-19 impacting everyday life.
3572,Angry Englishman,US,"Aug 8, 2021",Was looking for trip cancellation insurance Incase a member of our group came down with covid before travelling.Was directed to AARDY thru AARP. Was able to quickly purchase an affordable policy and have peace of mind that if something does happen I'm not out the whole cost of the trip.My only gripe is that some of the policies offered were very similar to each other and it could be confusing to some people. Overall great experience though.
3573,A'Ra ,US,"Aug 8, 2021","Thank you so much for your thorough and thoughtful help in getting me travel insurance. Such a pleasure to do business with you. Very competent and professional, friendly and knowledgeable."
3574,Customer,US,"Aug 8, 2021","Great product easy to use site and reasonable price, what more can you ask?"
3575,Dee,US,"Updated Aug 8, 2021","Agent was professional, knowledgeable, and efficient. All of my questions, emails, and phone calls were handled promptly, and never any pressure to make a purchase."
3576,Richard M,US,"Aug 8, 2021",Made it easy to compare prices and options of travel insurance.  Thanks for making it easy.
3577,Alison G.,US,"Aug 7, 2021","Spoke with a representative was extremely polite helpful, patient and professional."
3578,Customer,US,"Aug 7, 2021",Aaron was very helpful in answering my questions.
3579,Ks,US,"Aug 7, 2021",I have insured 3 cruises with them. I also had to call back 3 times to change my travel dates. They are always so very patient and explain every detail. I would highly recommend them!
3580,Customer,US,"Aug 7, 2021",Easy to understand.  Plenty of detail.  Great customer service response.  Incredible prices.
3581,Mary Ellen Shea,US,"Aug 7, 2021","Your agent, Jerome, was most helpful.  Since purchasing trip insurance for the first time and in a COVID environment was a little bit intimidating.  Jerome answered all my questions and assisted in finding the best policy to meet my needs and answered all my questions. He was patient and recommended a policy was not pushy.  He followed up with an email offering additional assistance if needed.  I did my research and then decided to purchase a policy."
3582,Mrs Wanda Mcmillian,US,"Aug 7, 2021","I spoke with both Terri yesterday and Jerome today! They were both very helpful in helping me choose a travel insurance policy! Terri actually helped me to save money, by advising that you put your age that you are now, not when you plan to travel! Both helped with clarification on pre existing conditions, and advised that it would be no problem to later add additional insurance once flights are booked! Very professional!"
3583,Charles,US,"Aug 7, 2021",Ease of site that allowed comparison between multiple product was well appreciated.
3584,Raymond,US,"Aug 7, 2021",Was easy to get quote.  Recommended by AARP
3585,Teresa T.,US,"Aug 7, 2021","Very good price, good coverage, good service.  I inadvertently clicked the wrong country destination, without noticing.  I got the policy and called AARDY rep in a panic. He very quickly and easily corrected my error, and kept me in the loop with him, and the insurance company, and I got email with corrected information.  Thank you for providing this level of service.  I'll favorite web site and I will be back!"
3586,Judy B,US,"Aug 7, 2021","Excellent Travel Insurance ComparisonsAardy makes comparing and buying travel insurance quick, easy and understandable."
3587,Mary S.,US,"Aug 7, 2021",Aardy  made it easy to compare and choose a trip insurance option.
3588,Ohio Viking Traveler,US,"Aug 7, 2021","We chose an AIG Travel Policy instead of the offered Viking policy.  I found the process confusing in spite of clear details for the various policies.  The AIG policy offered several things not in the Viking policy.  It's an expensive crap shoot not matter you choose.The pay off is really needing the policy coverage.  I hope that it is not needed - 'wasted' money like all insurance.  But if you need it, nice to have in your pocket.  How AIG might perform if a claim is made - who knows.So I bought a policy from AIG - mostly a random selection from a list of qualified providers.  I have no idea if I made a wise choice!Four stars, because the process was easy but who knows how well AIG might perform to earn five stars...."
3589,June Levora,US,"Aug 7, 2021",Thann\k you for your help.  I had good guidance.from Jerome
3590,Customer,US,"Aug 7, 2021",fast and was able to talk with a representative before confirming!  Thanks!
3591,Customer,US,"Aug 7, 2021",I talked to the same young man twice and he was very helpful!  I loved how quickly I was able to access chat and then a real person with a real voice.  He also answered all of my questions very well.  Thank you!
3592,Duvall,US,"Aug 7, 2021","Jerome did a great job! Quote was so good, I had him repeat it!"
3593,Sue Boyers,US,"Aug 7, 2021","Quick process to obtain quotes, great pop-up explanations and review of policy per State of residence available on each policy.  Comparison tool is very helpful"
3594,Customer,US,"Aug 6, 2021","The agent was polite, patient and well informed.  I feel I got the best  policy for me and at a competative price.  Of course the real test will be how they handle a claim should I  be unfortunate enought to file one."
3595,Stan,US,"Aug 6, 2021",Quick and easy travel insurance booking. Price was very good compared to others and the benefits were higher. Thanks.
3596,Customer,US,"Aug 6, 2021",N/A
3597,Jack And Pam,US,"Aug 6, 2021",Aaron did a great job helping us sort out the various plans. He followed up with us twice in a timely manner. Thanks for making this turnkey!Jack and Pam Marck
3598,Customer,US,"Aug 6, 2021","Aardy is an agent. They provided a quote from Trawick which, I assume, is another agent since the Insurance Carrier turned out to be Nationwide.End product was much more comprehensive than Cruise Company's offering and 33% less from a major insurance carrier.So very satisfied customer here."
3599,Laureen ,US,"Aug 6, 2021","Easy to use, good comparison tool"
